/raid/home/automatants/peytevin_pau/Can-t-Stop/env/lib/python3.10/site-packages/gymnasium/envs/registration.py:487: UserWarning: [33mWARN: The environment creator metadata doesn't include `render_modes`, contains: ['render.modes'][0m
  logger.warn(
Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1755550275/ppo_cant_stop_0
---------------------------------
| rollout/           |          |
|    time_elapsed         | 1996        |
|    total_timesteps      | 935936      |
| train/                  |             |
|    approx_kl            | 0.017526256 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.602      |
|    explained_variance   | 0.203       |
|    learning_rate        | 0.0003      |
|    loss                 | 134         |
|    n_updates            | 4560        |
|    policy_gradient_loss | -0.0232     |
|    value_loss           | 337         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 32.8       |
|    ep_rew_mean          | 54.9       |
| time/                   |            |
|    fps                  | 468        |
|    iterations           | 458        |
|    time_elapsed         | 2000       |
|    total_timesteps      | 937984     |
| train/                  |            |
|    approx_kl            | 0.01441442 |
|    clip_fraction        | 0.145      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.616     |
|    explained_variance   | 0.318      |
|    learning_rate        | 0.0003     |
|    loss                 | 86         |
|    n_updates            | 4570       |
|    policy_gradient_loss | -0.0256    |
|    value_loss           | 262        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33          |
|    ep_rew_mean          | 52.7        |
| time/                   |             |
|    fps                  | 468         |
|    iterations           | 459         |
|    time_elapsed         | 2005        |
|    total_timesteps      | 940032      |
| train/                  |             |
|    approx_kl            | 0.020741466 |
|    clip_fraction        | 0.146       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.573      |
|    explained_variance   | 0.105       |
|    learning_rate        | 0.0003      |
|    loss                 | 87.1        |
|    n_updates            | 4580        |
|    policy_gradient_loss | -0.0236     |
|    value_loss           | 260         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 31.7        |
|    ep_rew_mean          | 48.7        |
| time/                   |             |
|    fps                  | 468         |
|    iterations           | 460         |
|    time_elapsed         | 2009        |
|    total_timesteps      | 942080      |
| train/                  |             |
|    approx_kl            | 0.020070214 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.607      |
|    explained_variance   | 0.0972      |
|    learning_rate        | 0.0003      |
|    loss                 | 131         |
|    n_updates            | 4590        |
|    policy_gradient_loss | -0.0256     |
|    value_loss           | 265         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33.5        |
|    ep_rew_mean          | 59.4        |
| time/                   |             |
|    fps                  | 468         |
|    iterations           | 461         |
|    time_elapsed         | 2013        |
|    total_timesteps      | 944128      |
| train/                  |             |
|    approx_kl            | 0.021159275 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.583      |
|    explained_variance   | 0.289       |
|    learning_rate        | 0.0003      |
|    loss                 | 99.5        |
|    n_updates            | 4600        |
|    policy_gradient_loss | -0.0225     |
|    value_loss           | 266         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 33          |
|    ep_rew_mean          | 55.8        |
| time/                   |             |
|    fps                  | 468         |
