Using cuda device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to logs/PPO-1756033440/ppo_cant_stop_0
--------------------------------------
| custom/                 |          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 380           |
|    time_elapsed         | 1720          |
|    total_timesteps      | 778240        |
| train/                  |               |
|    approx_kl            | 0.00025914586 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.926        |
|    explained_variance   | 0.254         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.17e+03      |
|    n_updates            | 3790          |
|    policy_gradient_loss | -0.00116      |
|    value_loss           | 1.03e+04      |
-------------------------------------------
[HB] 780000 steps...
------------------------------------------
| custom/                 |              |
|    max_turn_per_episode | 19           |
| rollout/                |              |
|    ep_len_mean          | 40.2         |
|    ep_rew_mean          | -37.4        |
| time/                   |              |
|    fps                  | 452          |
|    iterations           | 381          |
|    time_elapsed         | 1725         |
|    total_timesteps      | 780288       |
| train/                  |              |
|    approx_kl            | 0.0002385554 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.913       |
|    explained_variance   | 0.181        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.42e+03     |
|    n_updates            | 3800         |
|    policy_gradient_loss | -0.00124     |
|    value_loss           | 1.09e+04     |
------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 12            |
| rollout/                |               |
|    ep_len_mean          | 40.5          |
|    ep_rew_mean          | -99.1         |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 382           |
|    time_elapsed         | 1729          |
|    total_timesteps      | 782336        |
| train/                  |               |
|    approx_kl            | 0.00046668298 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.919        |
|    explained_variance   | 0.244         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.64e+03      |
|    n_updates            | 3810          |
|    policy_gradient_loss | -0.00154      |
|    value_loss           | 1.06e+04      |
-------------------------------------------
-------------------------------------------
| custom/                 |               |
|    max_turn_per_episode | 9             |
| rollout/                |               |
|    ep_len_mean          | 41.2          |
|    ep_rew_mean          | -172          |
| time/                   |               |
|    fps                  | 452           |
|    iterations           | 383           |
|    time_elapsed         | 1734          |
|    total_timesteps      | 784384        |
| train/                  |               |
|    approx_kl            | 0.00029692566 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
